country,installation_id,installation_name,installation_city,account_holder,account_status,permit_id,status,latest_update,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Austria,121,Lias Fehring,Fehring,Lias Österreich GesmbH,open,ISA201,Active,2019-12-17 11:15:07,10293,10293,10293,9860,9860,9860,9860,9860,10002,9827,9652,9474,9295,9113,7510,7355
Austria,122,FHKW Spittelau Fernwärne Wien,Wien,WIEN ENERGIE GmbH,open,EFE042,Active,2020-09-14 15:28:56,34349,34349,34349,14597,14597,14597,14597,14597,20746,18566,16445,14388,3099,2617,2150,0
Austria,123,Getzner Textil Bludenz,Bludenz,Getzner Textil AG,closed,ITE204-1,Account Closed,2009-05-08 09:13:58,12216,12216,12216,,,,,,,,,,,,,
Austria,124,Mayr Melnhof Karton Hirschwang,Reichenau/Rax,Mayr-Melnhof Karton Gesellschaft m.b.H.,open,IPA095,Active,2013-12-19 15:48:01,28068,28068,28068,28302,28302,28302,28302,28302,23822,23377,22926,22475,22018,21560,21096,20633
Austria,125,Mayr Melnhof Karton Frohnleiten,Frohnleiten,Mayr-Melnhof Karton Gesellschaft m.b.H.,open,IPA092,Active,2013-12-19 15:48:00,148251,148251,148251,129481,129481,129481,129481,129481,139516,136844,134151,131441,128714,125973,123209,120446
Austria,126,Norske Skog Bruck GmbH,Bruck an der Mur,Norske Skog Bruck GmbH,open,IPA091,Active,2020-02-24 13:14:23,225683,225683,225683,209979,209979,209979,209979,209979,121079,118976,116849,114699,112525,110331 2721***,108109 2238***,105880 1773***
Austria,127,EVN FHKW Wr. Neustadt,Wiener Neustadt,EVN Wärme GmbH,open,EFE034,Active,2017-04-20 16:14:55,5547,5547,5547,5940,5940,5940,5940,5940,6279,5619,2488,2177,3752,3167,2603,2059
Austria,128,EVN FHW Baden,Baden,EVN Wärme GmbH,open,EFE032,Active,2020-04-17 15:19:58,17648,17648,17648,16567,16567,16567,16567,16567,3396,3039,1346,1178,1014,857,704,2227
Austria,129,EVN FHW Palmers Wr. Neudorf,Wiener Neudorf,EVN Wärme GmbH,open,EFE033,Active,2020-09-14 15:28:56,6831,6831,6831,7119,7119,7119,7119,7119,6813,6097,5400,4725,4070,3437,2824,1117
Austria,130,EVN Baxter Krems,Krems,MSD Animal Health Danube Biotech GmbH,open,ICH115,Active,2009-05-08 09:13:58,3125,3125,3125,0,0,0,0,0,,,,,,,,
Austria,131,EVN COGEN Agrana Tulln,Tulln,EVN Wärme GmbH,open,ILE168,Active,2013-12-19 15:47:54,24849,24849,24849,27610,27610,27610,27610,27610,0,0,0,0,0,0,0,0
Austria,132,EVN FHKW Mödling,Mödling,EVN Wärme GmbH,open,EEW019,Active,2013-12-19 15:47:36,22385,22385,22385,20316,20316,20316,20316,20316,20002,17899,15857,13880,11964,10110,8317,6587
Austria,133,EVN Cogen Salzer St. Pölten,St. Pölten,EVN Wärme GmbH,open,EEW020,Active,2013-12-19 15:47:36,43700,43700,43700,42675,42675,42675,42675,42675,32122,30942,29780,28644,27528,26436,25363,24315
Austria,134,EVN KW Theiß Gedersdorf,Gedersdorf,EVN Wärmekraftwerke GmbH,open,EEW006,Active,2013-12-19 15:47:34,470193,470193,470193,449521,449521,449521,449521,449521,21344,19101,16921,14810,12767,10789,8875,7029
Austria,135,EVN KW Dürnrohr Zwentendorf,Zwentendorf,EVN Wärmekraftwerke GmbH,open,EEW004,Active,2013-12-19 15:47:34,722878,722878,722878,901136,901136,901136,901136,901136,67063,64296,61581,58927,56330,53790,51303,48876
Austria,136,EVN KW Kornneuburg,Korneuburg,EVN Wärmekraftwerke GmbH,open,EEW005,Active,2017-04-20 16:14:55,123680,123680,123680,102267,102267,102267,102267,102267,1719,1539,1363,597,0,0,0,0
Austria,137,EVN BHKW Krankenhaus Mistelbach,Mistelbach,EVN Wärme GmbH,open,EEW018,Active,2020-09-14 15:28:56,3316,3316,3316,3206,3206,3206,3206,3206,238,425,188,165,142,120,99,39
Austria,138,Papierfabrik Hamburger Pitten,Pitten,W. Hamburger GmbH,open,IPA082,Active,2013-12-19 15:47:57,194923,194923,194923,143200,143200,143200,143200,143200,110455,108536,106596,104634,102652,100650,98623,96590
Austria,139,Stahlproduktion Böhler Edelstahl Kapfenberg,Kapfenberg,voestalpine BÖHLER Edelstahl GmbH & Co KG,open,IES067,Active,2013-12-19 15:48:20,27537,27537,27537,33337,33337,33337,33337,33337,122384,119840,117288,114729,112162,109589,107003,104426
Austria,140,Verbrennungsanlagen Böhler Edelstahl Kapfenberg,Kapfenberg,voestalpine BÖHLER Edelstahl GmbH & Co KG,closed,IES068,Permit Revoked,2009-05-08 09:13:58,11591,11591,11591,13131,13131,13131,13131,13131,,,,,,,,
Austria,141,Ziegelwerk Obermair Neuhofen,Neuhofen/Krems,Ziegelwerk Pichler Wels Gesellschaft m.b.H.,open,IZI153,Active,2013-12-19 15:48:11,2332,2332,2332,1643,1643,1643,1643,1643,1600,1572,1544,1515,1487,1458,1428,1399
Austria,142,Jungbunzlauer Wulzeshofen,Wulzeshofen,Jungbunzlauer Austria AG,open,ICH107,Active,2019-02-26 09:38:53,201121,201121,201121,188188,188188,188188,188188,191440,164269,161416,158529,155612,152664 31184***,149687 30601***,146673 30018***,143649 29435***
Austria,143,Rath GmbH Krummnußbaum,Krummnussbaum,Chamottewaren- und Thonöfenfabrik Aug. Rath jun. GmbH,open,IFE129,Active,2013-12-19 15:47:48,11121,11121,11121,9107,9107,9107,9107,9107,9194,9035,8873,8710,8545,8378,8209,8040
Austria,144,Mondi Packaging Frohnleiten,Frohnleiten,W. Hamburger GmbH,closed,IPA093,Permit Revoked,2014-04-02 10:21:44,44589,44589,44589,43569,43569,43569,43569,43569,43413,0,0,0,0,0,0,0
Austria,145,Kunert Rankweil,Rankweil,GasserKunert GmbH,closed,ICH205,Permit Revoked,2009-05-08 09:13:58,12172,12172,12172,10671,10671,10671,10671,10671,,,,,,,,
Austria,146,Leitl Spannton Eferding,Eferding,Leitl Spannton Gesellschaft m.b.H.,open,IZI149,Active,2013-12-19 15:48:10,16849,16849,16849,21299,21299,21299,21299,21299,17862,17552,17238,16921,16600,16276,15948,15620
Austria,147,"Lenzing AG Faser+Energie 1, Zellstoff, Papier",Lenzing,Lenzing AG,open,ICH117,Active,2013-12-19 15:48:22,246867,246867,246867,179066,179066,179066,179066,179066,375450,368177,360854,353492,346085,338640,331138,323642
Austria,148,FHKW WelsStrom Wels,Wels,Wels Strom GmbH,open,EEW028,Active,2020-04-17 15:19:58,73529,73529,73529,74703,74703,74703,74703,74703,15189,13593,12042,10540,9086,7678,6316,2501
Austria,149,KW Timelkam IV,Timelkam,Energie AG Oberösterreich Erzeugung GmbH,open,EEW016,Active,2016-07-14 16:31:13,0,0,54243,218704,681283,681283,681283,681283,12292,2750,0,8529,7352,6213,5111,4049
Austria,150,Fernheizwerk Grillgasse Wien,Wien,ÖBB-Infrastruktur Aktiengesellschaft,closed,EFE053,Permit Revoked,2009-05-08 09:13:58,6930,6930,6930,6370,6370,6370,6370,6370,,,,,,,,
Austria,151,Kelag Wärme Scheydgasse Wien,Wien,Kelag Energie & Wärme GmbH,closed,EFE054,Permit Revoked,2009-05-08 09:13:58,8766,8766,8766,7270,7270,7270,7270,7270,,,,,,,,
Austria,152,Kelag Wärme Linz Bindermichl,Linz,Kelag Energie & Wärme GmbH,open,EFE056,Active,2020-04-17 15:19:58,10195,10195,10195,126,126,126,126,126,118,53,186,0,70,60,98,0
Austria,153,Kelag Wärme Pinkafeld,Pinkafeld,Kelag Energie & Wärme GmbH,closed,EFE055,Permit Revoked,2009-05-08 09:13:58,12784,12784,12784,11573,11573,11573,11573,11573,,,,,,,,
Austria,154,FHW Innrain Innsbruck,Innsbruck,Tirol Kliniken GmbH,open,EFE051,Active,2013-12-19 15:47:42,15298,15298,15298,15337,15337,15337,15337,15337,12552,11234,9950,8705,7500,6333,5204,4116
Austria,155,Stahlwerk Marienhütte GmbH,Graz,Stahl- und Walzwerk Marienhütte Gesellschaft m.b.H.,open,IES070,Active,2013-12-19 15:47:47,20779,20779,20779,30398,30398,30398,30398,30398,47534,45996,44474,42969,41481,40012,38559,37130
Austria,156,Schretter & Cie (Zement) Vils,Vils,Schretter & Cie GmbH & Co KG,open,IZE071,Active,2013-12-19 15:48:05,208101,208101,208101,215631,215631,215631,215631,215631,190039,186739,183399,180025,176614,173170,169683,166184
Austria,157,Zementwerke Leube Gartenau,St. Leonhard,Zementwerk Leube Gesellschaft m.b.H.,open,IZE078,Active,2013-12-19 15:48:06,274039,274039,274039,272614,272614,272614,272614,272614,319771,314217,308597,302919,297180,291386,285518,279630
Austria,158,Brigl & Bergmeister Niklasdorf,Niklasdorf,Brigl & Bergmeister GmbH,open,IPA094,Active,2013-12-19 15:48:00,4836,4836,4836,2967,2967,2967,2967,2967,0,0,0,0,0,0,0,0
Austria,159,Feinpapier Feurstein Traun,Traun,Dr. Franz Feurstein Gesellschaft m.b.H.,open,IPA096,Active,2013-12-19 15:48:21,19721,19721,19721,34823,34823,34823,34823,34823,26694,26230,25761,25288,24808,24325,23835,23342
Austria,160,Frantschach St. Gertraud,St. Gertraud,Mondi Frantschach GmbH,open,IPA086,Active,2013-12-19 15:47:58,60166,60166,60166,50196,50196,50196,50196,50196,129248,126445,123638,120825,118011,115193,112368,109556
Austria,161,Merckens Schwertberg,Schwertberg,Merckens Karton- und Pappenfabrik GmbH,open,IPA098,Active,2013-12-19 15:48:01,4996,4996,4996,4258,4258,4258,4258,4258,4774,4691,4607,4522,4436,4350,4263,4174
Austria,162,Neusiedler Hausmening,Ulmerfeld-Hausmening,Mondi Neusiedler GmbH,open,IPA083,Active,2013-12-19 15:47:57,113205,113205,113205,103707,103707,103707,103707,103707,86569,84909,83236,81553,79860,78157,76439,74724
Austria,163,Neusiedler Kematen,Kematen,Mondi Neusiedler GmbH,open,IPA084,Active,2013-12-19 15:47:57,44802,44802,44802,38946,38946,38946,38946,38946,31077,30537,29991,29439,28881,28318,27748,27176
Austria,164,Neusiedler Zellstoff Kematen,Kematen,Ybbstaler Zellstoff GmbH,open,IPA085,Active,2013-12-19 15:47:58,11801,11801,11801,10296,10296,10296,10296,10296,10,10,10,10,10,9,9,9
Austria,165,Pappenfabrik Timmersdorf,Timmersdorf,Pappenfabrik Timmersdorf GmbH,closed,IPA97-1,Account Closed,2009-05-08 09:13:58,6949,6949,6949,,,,,,,,,,,,,
Austria,166,Profümed GmbH,Grimmenstein,Profümed GmbH,open,IPA100,Active,2013-12-19 15:48:01,4883,4883,4883,4401,4401,4401,4401,4401,3452,3393,3331,3270,3209,3146,3083,3019
Austria,167,Rondo Ganahl Frastanz,Frastanz,Ganahl Aktiengesellschaft,open,IPA081,Active,2013-12-19 15:47:57,27782,27782,27782,23470,23470,23470,23470,23470,27101,26630,26154,25672,25186,24695,24198,23699
Austria,168,SCA Laakirchen,Laakirchen,Laakirchen Papier AG,open,IPA101,Active,2019-12-20 11:50:26,3065,3065,3065,2586,2586,4827,4827,4827,156885,154160,151403,148617,145801,88601 80193***,86816 85966***,85026 84295***
Austria,169,Essity Ortmann,Pernitz/Ortmann,Essity Austria GmbH,open,IPA080,Active,2013-12-19 15:47:56,73719,73719,73719,70370,70370,74456,72413,72413,45298,44511,43715,42910,42098,41277,40446,39612
Austria,170,Spezialpapierfabrik Rosegg Koglhof,Koglhof,Spezialpappenfabrik Rosegg Betriebs GmbH,closed,IPA99-1,Account Closed,2009-05-08 09:13:58,2320,2320,2320,,,,,,,,,,,,,
Austria,171,Steyrermühl AG Steyrermühl,Steyrermühl,UPM-Kymmene Austria GmbH,open,IPA087,Active,2015-02-25 10:56:14,268939,268939,268939,235856,235856,235856,235856,235856,149382,146426,142410,139270,136121,132967,129799,126644
Austria,172,Zellstoff Pöls,Pöls,Zellstoff Pöls Aktiengesellschaft,open,IPA103,Active,2021-02-12 12:51:44,54190,54190,54190,47524,47524,47524,47524,47524,29698,28976 20508***,25995 29114***,25319 27633***,24645 26185***,23973 24774***,23305 41715***,19698 52694***
Austria,173,Schretter & Cie (Kalk) Vils,Vils,Schretter & Cie GmbH & Co KG,open,IKA123,Active,2013-12-19 15:47:53,39895,39895,39895,39642,39642,39642,39642,39642,38094,37433,36763,36087,35403,34713,34014,33312
Austria,174,Comelli Ziegel Kirchbach Maxendorf,Kirchbach,Comelli-Ziegel Gesellschaft m.b.H.,open,IZI157,Active,2016-07-14 16:31:13,14949,14949,14949,13486,13486,13486,13486,13486,6498,6384,4763,6155,6038,5921,5802,5681
Austria,175,Brau Union Puntigam Graz,Graz,Brau Union Österreich Aktiengesellschaft,closed,ILE171,Permit Revoked,2009-05-08 09:13:58,6844,6844,6844,4728,4728,4728,4728,4728,,,,,,,,
Austria,176,Brau Union Göss Leoben,Leoben,Brau Union Österreich Aktiengesellschaft,closed,ILE170,Permit Revoked,2009-05-08 09:13:58,5788,5788,5788,2529,2529,2529,2529,2529,,,,,,,,
Austria,177,Salzburger Ziegelwerk Oberndorf,Oberndorf,Salzburger Ziegelwerk Gesellschaft m.b.H. & Co,closed,IZI148,Permit Revoked,2009-05-08 09:13:58,13139,13139,13139,9929,9929,9929,9929,9929,,,,,,,,
Austria,178,Ziegelwerk Rhomberg-Dornbirn,Dornbirn,Ziegelei Rhomberg Gesellschaft m.b.H.,open,IZI159,Active,2013-12-19 15:48:13,4011,4011,4011,5292,5292,5292,5292,5292,3002,2949,2897,2844,2789,2735,2680,2625
Austria,180,Saint-Gobain Isover Austria,Stockerau,Saint-Gobain Isover Austria GmbH,closed,IGL181,Permit Revoked,2016-06-07 12:04:35,9891,9891,9891,9894,9894,9894,9894,9894,6706,6589,6471,0,0,0,0,0
Austria,181,Stölzle-Oberglas Bärnbach,Bärnbach,Stoelzle Oberglas GmbH,closed,IGL177-1,Account Closed,2009-05-08 09:13:58,19158,19158,19158,,,,,,,,,,,,,
Austria,182,Stölzle-Oberglas Köflach,Köflach,Stoelzle Oberglas GmbH,open,IGL176,Active,2019-08-09 15:42:01,34073,34073,34073,40242,40242,40242,40242,40242,43005,42258,41502 1390***,40739 2075***,39967 1789***,39188 1512***,38398 1243***,37606 985***
Austria,183,Technoglas Voitsberg,Voitsberg,Technoglas Produktions-Gesellschaft m.b.H.,open,IGL174,Active,2013-12-19 15:47:49,8697,8697,8697,6489,6489,6489,6489,6489,7329,7202,7073,6943,6811,6678,6543,6409
Austria,184,Energie- und Medienzentrale Heiligenkreuz,Heiligenkreuz im Lafnitztal,Lenzing Fibers GmbH,open,ICH116,Active,2020-02-24 13:14:23,76615,76615,76615,62900,62900,62900,62900,76524,55633,54665,53697,52729,51761,50793,49825 7273***,48857 9465***
Austria,185,Semperit Technische Produkte Wimpassing,Wimpassing,Semperit Technische Produkte Gesellschaft m.b.H.,open,ICH104,Active,2015-02-25 10:56:14,18066,18066,18066,17889,17889,17889,17889,17889,11412,10213,13766,13513,13256,12998,12736,12473
Austria,186,OÖ Tierkörperverwertung Regau,Regau,TKV Oberösterreich GmbH,closed,ILE164,Permit Revoked,2009-05-08 09:13:58,13942,13942,13942,801,801,801,801,801,,,,,,,,
Austria,187,Rauch Nüziders,Nüziders,RAUCH Fruchtsäfte GmbH & Co OG,open,ILE167,Active,2013-12-19 15:47:54,8148,8148,8148,12024,12024,12024,12024,12024,7480,6694,5929,5188,4469,3774,3101,2453
Austria,188,Fritz Egger St. Johann Tirol,St. Johann i.T.,Fritz Egger GmbH. & Co. OG,open,IHO184,Active,2015-02-25 10:56:13,22880,22880,22880,25512,28238,24745,24745,24745,58667,57002,38371,33572,28920,24421,20066,15874
Austria,189,Fritz Egger Unterradlberg,Unterradlberg,Fritz Egger GmbH. & Co. OG,open,IHO186,Active,2015-02-25 10:56:13,31352,31352,31352,13785,13785,13785,13785,13785,75637,74006,50027,44249,38650,33231,27985,22925
Austria,190,Fritz Egger Wörgl,Wörgl,Fritz Egger GmbH. & Co. OG,open,IHO185,Active,2015-02-25 10:56:13,19796,19796,19796,20024,20024,20024,20024,20024,18761,18435,11898,10409,8968,7572,6222,4923
Austria,191,Funder Neudörfl,Neudörfl,FunderMax GmbH,open,IHO189,Active,2015-02-25 10:56:13,27059,27059,27059,20791,20791,20791,20791,20791,21405,21277,13730,12013,10349,8739,7180,5680
Austria,192,Funder Werk 1 St. Veit/Glan,St. Veit/Glan,FunderMax GmbH,open,IHO182,Active,2015-02-25 10:56:13,41594,41594,41594,43015,43015,43015,43015,43015,39316,37883,26289,23010,19834,16761,13788,10920
Austria,193,Funder Werk 4 St. Veit/Glan,Kühnsddorf,FunderMax GmbH,closed,IHO183-1,Account Closed,2009-05-08 09:13:58,13600,13600,13600,,,,,,,,,,,,,
Austria,194,MDF (Binder) Hallein,Hallein,Mitteldichte Faserplatten Hallein GmbH & Co KG,closed,IHO191,Permit Revoked,2016-07-01 16:00:39,6641,6641,6641,4520,4520,4520,4520,4520,63066,61862,0,0,0,0,0,0
Austria,195,Novopan-Holzind Nachf. (Egger) Leoben,Leoben,Österreichische Novopan Holzindustrie OG,closed,IHO187,Permit Revoked,2009-05-08 09:13:58,11209,11209,11209,13237,13237,13237,13237,13237,,,,,,,,
Austria,196,Umdasch Amstetten,Amstetten,Umdasch AG,closed,IHO188,Account Closed,2009-05-08 09:13:58,6294,6294,6294,0,0,0,0,0,,,,,,,,
Austria,197,Wiesner-Hager Altheim,Altheim,Wiesner-Hager Zentrale Dienste G.m.b.H.,closed,IHO190,Permit Revoked,2009-05-08 09:13:58,1644,1644,1644,696,696,696,696,696,,,,,,,,
Austria,198,BMW Motoren Steyr,Steyr,BMW Motoren GmbH,open,IMS196,Active,2015-02-25 10:56:14,22039,22039,22039,17632,21442,21442,21442,21442,9259,8286,11169,10964,10756,10547,10334,10121
Austria,199,Magna Steyr Werk 1 Graz,Graz,MAGNA STEYR Fahrzeugtechnik AG & Co KG,open,IMS197,Active,2015-02-25 10:56:14,13446,13446,13446,13826,13826,13826,13826,13826,22721,20336,27409,26905,26396,25881,25360,24837
Austria,200,Magna Steyr Werk 2 Graz,Graz,MAGNA STEYR Fahrzeugtechnik AG & Co KG,open,IMS198,Active,2017-01-23 14:36:10,17054,17054,17054,12096,12096,12096,12096,12096,4368,3909,2781,2731,2678,2627,2573,2520
Austria,202,ÖBB TS Werk Floridsdorf Wien,Wien,ÖBB-Infrastruktur Aktiengesellschaft,closed,EFE206,Permit Revoked,2009-05-08 09:13:58,6450,6450,6450,6679,6679,6679,6679,6679,,,,,,,,
Austria,203,Kalkwerk Tagger (Leube) Golling,Golling,Zementwerk Leube Gesellschaft m.b.H.,open,IKA124,Active,2014-10-29 16:53:25,118110,118110,118110,135474,135474,135474,135474,135474,117055 1296***,115022 1160***,112965 1027***,110886 899***,108785 775***,106664 655***,104516 539***,102361 427***
Austria,204,Bioethanolanlage Pischelsdorf,Pischelsdorf,AGRANA Stärke GmbH,open,ILE211,Active,2014-10-29 16:53:26,,,,65252,65252,65252,65252,65252,60591 6689***,59538 18362***,58474 18036***,57398 17712***,56310 17387***,55212 17061***,54100 16736***,52985 16411***
Austria,205,OMV Biturox-Anlage,Schwechat,OMV Downstream GmbH,closed,EMV232,Permit Revoked,2009-05-08 09:13:58,,,,5949,5949,5949,5949,5949,,,,,,,,
Austria,206,OMV Ethylenanlage AC 2 Erweiterung,Schwechat,OMV Downstream GmbH,closed,EMV233,Permit Revoked,2009-05-08 09:13:58,,,,215413,215413,215413,215413,215413,,,,,,,,
Austria,207,OMV SNOx-Anlage,Schwechat,OMV Downstream GmbH,closed,EMV234,Permit Revoked,2009-05-08 09:13:58,,,,12744,12744,12744,12744,12744,,,,,,,,
Austria,208,Voestalpine L6 Erweiterung,Linz,voestalpine Stahl GmbH,closed,IVA235,Permit Revoked,2009-05-08 09:13:58,,,,556899,556899,556899,556899,556899,,,,,,,,
Austria,209,Voestalpine Donawitz Kohleeinblasung,Leoben,voestalpine Stahl Donawitz GmbH,closed,IVA236,Permit Revoked,2009-05-08 09:13:58,,,,77813,77813,77813,77813,77813,,,,,,,,
Austria,210,Voestalpine Donawitz sonstige Anlagen,Leoben,voestalpine Stahl Donawitz GmbH,closed,IVA225,Permit Revoked,2009-05-08 09:13:58,,,,22706,22706,22706,22706,22706,,,,,,,,
Austria,211,Mayr Melnhof Karton Frohnleiten Antrieb KM3,Frohnleiten,Mayr-Melnhof Karton Gesellschaft m.b.H.,closed,IPA250,Permit Revoked,2009-05-08 09:13:58,,,,0,11357,11357,11357,11357,,,,,,,,
Austria,212,Mayr Melnhof Karton Frohnleiten Antrieb KM2,Frohnleiten,Mayr-Melnhof Karton Gesellschaft m.b.H.,closed,IPA249,Permit Revoked,2009-05-08 09:13:58,,,,1918,1918,1918,1918,1918,,,,,,,,
Austria,213,Bernegger Molln Ofen 1,Molln,Bernegger GmbH,open,IKA208,Active,2013-03-26 18:08:40,,,,0,0,0,0,0,,,,,,,,
Austria,214,Bernegger Molln Ofen 2,Molln,Bernegger GmbH,open,IKA244,Active,2013-03-26 18:08:40,,,,0,0,0,0,0,,,,,,,,
Austria,215,Bernegger Molln Ofen 3,Molln,Bernegger GmbH,open,IKA245,Active,2013-03-26 18:08:40,,,,0,0,0,0,0,,,,,,,,
Austria,216,Wienstrom Simmering Block 1+2 (Bestandsanlage),Wien,WIEN ENERGIE GmbH,closed,EEW230,Permit Revoked,2013-03-26 18:08:40,,,,475229,475229,0,0,0,,,,,,,,
Austria,217,CMST Thondorf Graz BHKW,Graz,Energie Steiermark Wärme GmbH,closed,EFE229,Permit Revoked,2013-04-30 15:22:03,,,,0,0,0,0,0,,,,,,,,
Austria,219,Wienstrom Simmering Block 1+2,Wien,WIEN ENERGIE GmbH,open,EEW231,Active,2013-12-19 15:47:38,,,,125371,1399048,1443766,1443473,1490092,270630,242188,214553,187792,161873,136793,112523,89125
Austria,221,W&P Zementwerk Wietersdorf Neuanlage,Klein St. Paul,w&p Zement GmbH,closed,IZE238,Permit Revoked,2009-05-08 09:13:58,,,,67488,89984,112480,112480,112480,,,,,,,,
Austria,222,Wopfinger Zement Waldegg Neuanlage,Waldegg,Baumit GmbH,closed,IZE246,Permit Revoked,2009-05-08 09:13:58,,,,54543,54543,54543,54543,54543,,,,,,,,
Austria,223,Sappi Gratkorn Neuanlage,Gratkorn,Sappi Austria Produktions-GmbH & Co. KG,closed,IPA248,Permit Revoked,2009-05-08 09:13:58,,,,105397,105397,105397,105397,105397,,,,,,,,
Austria,225,Zellstoff Pöls Neuanlage,Pöls,Zellstoff Pöls Aktiengesellschaft,closed,IPA251,Permit Revoked,2009-05-08 09:13:58,,,,7481,7481,11236,11236,11236,,,,,,,,
Austria,227,W&P Kalkwerk Peggau Neuanlage,Peggau,w&p Kalk GmbH,closed,IKA243,Permit Revoked,2009-05-08 09:13:58,,,,0,49480,49480,49480,49480,,,,,,,,
Austria,228,Swarovski Wattens Neuanlage,Wattens,D. Swarovski KG,closed,IGL252,Permit Revoked,2009-05-08 09:13:58,,,,6961,6961,6961,6961,6961,,,,,,,,
Austria,231,Voestalpine Stahl Linz sonstige Anlagen,Linz,voestalpine Stahl GmbH,closed,IVA224,Permit Revoked,2009-05-08 09:13:58,,,,291348,291348,291348,291348,291348,,,,,,,,
Austria,232,Jungbunzlauer Rohstoffanlage Pernhofen,Wulzeshofen,Jungbunzlauer Austria AG,closed,ICH253,Permit Revoked,2009-05-08 09:13:58,,,,1911,25844,27450,27450,27450,,,,,,,,
Austria,234,Ölmühle Bunge Bruck a.d. Leitha,Bruck a.d. Leitha,Bunge Austria GmbH,open,ILE291,Active,2013-12-19 15:47:54,,,,0,15557,23659,23659,23659,24428,24003,23574,23140,22702,22260,21811,21361
Austria,235,Verbund GDK Mellach (Neuanlage § 11/7),Wildon,VERBUND Thermal Power GmbH & CO KG,open,EEW210,Active,2013-12-19 15:48:21,,,,0,0,0,589987,1336758,0,0,0,0,0,0,0,0
